P35568 1 Q8WYR1
P35568 1 P42336
P35568 1 P42338
P35568 1 O00329
P35568 1 P48736
P35568 1 P27986
P35568 1 O00459
P35568 1 Q92569
P35568 1 P01112
P35568 1 P01116
P35568 1 P01111
P35568 1 P29353
P35568 1 Q07889
P35568 1 Q07890
P35568 1 P62993
Q9Y4H2 1 Q8WYR1
Q9Y4H2 1 P42336
Q9Y4H2 1 P42338
Q9Y4H2 1 O00329
Q9Y4H2 1 P48736
Q9Y4H2 1 P27986
Q9Y4H2 1 O00459
Q9Y4H2 1 Q92569
Q9Y4H2 1 P01112
Q9Y4H2 1 P01116
Q9Y4H2 1 P01111
Q9Y4H2 1 P29353
Q9Y4H2 1 Q07889
Q9Y4H2 1 Q07890
Q9Y4H2 1 P62993
O14654 1 Q8WYR1
O14654 1 P42336
O14654 1 P42338
O14654 1 O00329
O14654 1 P48736
O14654 1 P27986
O14654 1 O00459
O14654 1 Q92569
O14654 1 P62993
P08069 1 P35568
P08069 1 Q9Y4H2
P08069 1 O14654
P08069 1 P23458
P08069 1 O60674
P08069 1 P12931
P08069 1 Q13480
P08069 1 P19174
P08069 1 P16885
P08069 1 P98077
P08069 1 Q6S5L8
P08069 1 Q92529
P08069 1 P29353
P08069 1 Q8WYR1
P08069 1 P42336
P08069 1 P42338
P08069 1 O00329
P08069 1 P48736
P08069 1 P27986
P08069 1 O00459
P08069 1 Q92569
P08069 1 Q02750
P08069 1 P36507
P08069 1 P28482
P08069 1 P27361
P08069 1 P01116
P08069 1 P17612
P08069 1 P22694
P08069 1 P22612
P08069 1 P62993
P08069 1 Q9NQ66
P08069 1 Q00722
P08069 1 Q01970
P08069 1 Q15147
P08069 1 P46108
P08069 1 P46109
P08069 1 Q14344
P08069 1 Q6ZQV4
P08069 1 P63096
P08069 1 P04899
P08069 1 P08754
P08069 1 P09471
P08069 1 P84996
P08069 1 P19086
P08069 1 P01112
P08069 1 P01111
P08069 1 Q05397
P08069 1 P35222
P00533 1 P62993
P00533 1 P23458
P00533 1 O60674
P00533 1 P12931
P00533 1 Q13480
P00533 1 P19174
P00533 1 P16885
P00533 1 P98077
P00533 1 Q6S5L8
P00533 1 Q92529
P00533 1 P29353
P00533 1 Q8WYR1
P00533 1 P42336
P00533 1 P42338
P00533 1 O00329
P00533 1 P48736
P00533 1 P27986
P00533 1 O00459
P00533 1 Q92569
P00533 1 Q02750
P00533 1 P36507
P00533 1 P28482
P00533 1 P27361
P00533 1 P42574
P00533 1 P67775
P00533 1 P62714
P00533 1 P30153
P00533 1 P30154
P00533 1 Q15172
P00533 1 Q15173
P00533 1 Q13362
P00533 1 Q14738
P00533 1 Q16537
P00533 1 P01112
P00533 1 P01116
P00533 1 P01111
P00533 1 Q07889
P00533 1 Q07890
P00533 1 P35568
P00533 1 Q9NQ66
P00533 1 Q00722
P00533 1 Q01970
P00533 1 Q15147
P00533 1 P46108
P00533 1 P46109
P00533 1 P31749
P00533 1 P31751
P00533 1 Q9Y243
P00533 1 O14807
P00533 1 P17252
P00533 1 P05771
P00533 1 Q05655
P00533 1 Q02156
P00533 1 P05129
P00533 1 P24723
P00533 1 P41743
P00533 1 Q04759
P00533 1 Q05513
P00533 1 Q15139
P00533 1 Q9BZL6
P00533 1 O94806
P00533 1 P62070
P00533 1 P10301
P00533 1 P04626
P00533 1 Q05397
P00533 1 O60716
P00533 1 P35222
P00533 1 P42229
P00533 1 P51692
P00533 1 Q9UQC2
P00533 1 Q06124
P04626 1 Q8WYR1
P04626 1 P42336
P04626 1 P42338
P04626 1 O00329
P04626 1 P48736
P04626 1 P27986
P04626 1 O00459
P04626 1 Q92569
P04626 1 Q02750
P04626 1 P36507
P04626 1 Q16665
P04626 1 P62993
P04626 1 P16070
P04626 1 P35222
P04626 1 P01106
P04626 1 P01112
P04626 1 P01116
P04626 1 P01111
P04626 1 P31749
P04626 1 P31751
P04626 1 Q9Y243
P04626 1 O14807
P04626 1 P17252
P04626 1 P05771
P04626 1 Q05655
P04626 1 Q02156
P04626 1 P05129
P04626 1 P24723
P04626 1 P41743
P04626 1 Q04759
P04626 1 Q05513
P04626 1 Q15139
P04626 1 Q9BZL6
P04626 1 O94806
P04626 1 P62070
P04626 1 P10301
P04626 1 Q05397
P04626 1 P98077
P04626 1 Q6S5L8
P04626 1 Q92529
P04626 1 P29353
P04626 1 P28482
P04626 1 P27361
P04626 1 O60716
P04626 1 P23458
P06213 1 P35568
P06213 1 Q9Y4H2
P06213 1 O14654
P06213 1 Q8WYR1
P06213 1 P42336
P06213 1 P42338
P06213 1 O00329
P06213 1 P48736
P06213 1 P27986
P06213 1 O00459
P06213 1 Q92569
P06213 1 Q02750
P06213 1 P36507
P06213 1 P28482
P06213 1 P27361
P06213 1 P67775
P06213 1 P62714
P06213 1 P30153
P06213 1 P30154
P06213 1 Q15172
P06213 1 Q15173
P06213 1 Q13362
P06213 1 Q14738
P06213 1 Q16537
P06213 1 P62993
P06213 1 Q9NQ66
P06213 1 Q00722
P06213 1 Q01970
P06213 1 Q15147
P06213 1 P46108
P06213 1 P46109
P06213 1 O14492
P06213 1 Q9ULV8
P06213 1 P22681
P06213 1 Q13191
P06213 1 P98077
P06213 1 Q6S5L8
P06213 1 Q92529
P06213 1 P29353
P06213 1 O15294
P06213 1 Q13480
P06213 1 Q9UQC2
P06213 1 Q06124
P07333 1 P35568
P07333 1 P62993
P07333 1 Q9NQ66
P07333 1 Q00722
P07333 1 Q01970
P07333 1 Q15147
P07333 1 P46108
P07333 1 P46109
P07333 1 P98077
P07333 1 Q6S5L8
P07333 1 Q92529
P07333 1 P29353
P29317 1 P00519
P29317 1 P20936
P29317 1 Q8N5V2
P29317 1 P20827
P29317 1 O43921
P29317 1 P52797
P29317 1 P52798
P29317 1 P52803
P29317 1 P35568
P29317 1 P62993
P29317 1 Q9NQ66
P29317 1 Q00722
P29317 1 Q01970
P29317 1 Q15147
P29317 1 P46108
P29317 1 P46109
P29317 1 P98077
P29317 1 Q6S5L8
P29317 1 Q92529
P29317 1 P29353
P29317 1 P61586
P11362 1 P28482
P11362 1 P27361
P11362 1 Q8WU20
P11362 1 P19174
P11362 1 P16885
P11362 1 Q8WYR1
P11362 1 P42336
P11362 1 P42338
P11362 1 O00329
P11362 1 P48736
P11362 1 P27986
P11362 1 O00459
P11362 1 Q92569
P11362 1 P01112
P11362 1 P01116
P11362 1 P01111
P11362 1 Q07889
P11362 1 Q07890
P11362 1 P35568
P11362 1 P62993
P11362 1 Q9NQ66
P11362 1 Q00722
P11362 1 Q01970
P11362 1 Q15147
P11362 1 P46108
P11362 1 P46109
P11362 1 O95863
P11362 1 P29353
P11362 1 P12931
P11362 1 P98077
P11362 1 Q6S5L8
P11362 1 Q92529
P22607 1 P23458
P22607 1 O60674
P22607 1 P12931
P22607 1 Q13480
P22607 1 P19174
P22607 1 P16885
P22607 1 P98077
P22607 1 Q6S5L8
P22607 1 Q92529
P22607 1 P29353
P22607 1 Q8WYR1
P22607 1 P42336
P22607 1 P42338
P22607 1 O00329
P22607 1 P48736
P22607 1 P27986
P22607 1 O00459
P22607 1 Q92569
P22607 1 P01112
P22607 1 P01116
P22607 1 P01111
P22607 1 Q07889
P22607 1 Q07890
P22607 1 P35568
P22607 1 P62993
P22607 1 Q9NQ66
P22607 1 Q00722
P22607 1 Q01970
P22607 1 Q15147
P22607 1 P46108
P22607 1 P46109
P21802 1 P23458
P21802 1 O60674
P21802 1 P12931
P21802 1 Q13480
P21802 1 P19174
P21802 1 P16885
P21802 1 P98077
P21802 1 Q6S5L8
P21802 1 Q92529
P21802 1 P29353
P21802 1 Q8WYR1
P21802 1 P42336
P21802 1 P42338
P21802 1 O00329
P21802 1 P48736
P21802 1 P27986
P21802 1 O00459
P21802 1 Q92569
P21802 1 P01112
P21802 1 P01116
P21802 1 P01111
P21802 1 Q07889
P21802 1 Q07890
P21802 1 P35568
P21802 1 P62993
P21802 1 Q9NQ66
P21802 1 Q00722
P21802 1 Q01970
P21802 1 Q15147
P21802 1 P46108
P21802 1 P46109
P22455 1 Q8WYR1
P22455 1 P42336
P22455 1 P42338
P22455 1 O00329
P22455 1 P48736
P22455 1 P27986
P22455 1 O00459
P22455 1 Q92569
P22455 1 P01112
P22455 1 P01116
P22455 1 P01111
P22455 1 Q07889
P22455 1 Q07890
P22455 1 P35568
P22455 1 P62993
P22455 1 Q9NQ66
P22455 1 Q00722
P22455 1 Q01970
P22455 1 Q15147
P22455 1 P46108
P22455 1 P46109
P22455 1 P98077
P22455 1 Q6S5L8
P22455 1 Q92529
P22455 1 P29353
P17948 1 P35568
P17948 1 P62993
P17948 1 Q9NQ66
P17948 1 Q00722
P17948 1 Q01970
P17948 1 Q15147
P17948 1 P46108
P17948 1 P46109
P17948 1 Q05397
P17948 1 Q8WYR1
P17948 1 P42336
P17948 1 P42338
P17948 1 O00329
P17948 1 P48736
P17948 1 P27986
P17948 1 O00459
P17948 1 Q92569
P17948 1 P98077
P17948 1 Q6S5L8
P17948 1 Q92529
P17948 1 P29353
P35916 1 P35568
P35916 1 P62993
P35916 1 Q9NQ66
P35916 1 Q00722
P35916 1 Q01970
P35916 1 Q15147
P35916 1 P46108
P35916 1 P46109
P35916 1 Q05397
P35916 1 Q8WYR1
P35916 1 P42336
P35916 1 P42338
P35916 1 O00329
P35916 1 P48736
P35916 1 P27986
P35916 1 O00459
P35916 1 Q92569
P35916 1 P98077
P35916 1 Q6S5L8
P35916 1 Q92529
P35916 1 P29353
P35968 1 P12931
P35968 1 Q13480
P35968 1 P19174
P35968 1 P16885
P35968 1 P98077
P35968 1 Q6S5L8
P35968 1 Q92529
P35968 1 P29353
P35968 1 P23458
P35968 1 O60674
P35968 1 P35568
P35968 1 P62993
P35968 1 Q9NQ66
P35968 1 Q00722
P35968 1 Q01970
P35968 1 Q15147
P35968 1 P46108
P35968 1 P46109
P35968 1 Q05397
P35968 1 Q8WYR1
P35968 1 P42336
P35968 1 P42338
P35968 1 O00329
P35968 1 P48736
P35968 1 P27986
P35968 1 O00459
P35968 1 Q92569
P35968 1 Q16539
P35968 1 O00443
P35968 1 O00750
P35968 1 Q8NEB9
P35968 1 Q9NP31
P35968 1 P61586
P35968 1 Q13464
P35968 1 O75116
P10721 1 P01112
P10721 1 P01116
P10721 1 P01111
P10721 1 P35568
P10721 1 P62993
P10721 1 Q9NQ66
P10721 1 Q00722
P10721 1 Q01970
P10721 1 Q15147
P10721 1 P46108
P10721 1 P46109
P10721 1 P40763
P10721 1 P42229
P10721 1 P51692
P10721 1 Q8WYR1
P10721 1 P42336
P10721 1 P42338
P10721 1 O00329
P10721 1 P48736
P10721 1 P27986
P10721 1 O00459
P10721 1 Q92569
P10721 1 Q9UQC2
P10721 1 O60674
P10721 1 Q06124
P10721 1 P42224
P10721 1 P15498
P10721 1 P98077
P10721 1 Q6S5L8
P10721 1 Q92529
P10721 1 P29353
P10721 1 Q13480
P08581 1 P23458
P08581 1 O60674
P08581 1 P12931
P08581 1 Q13480
P08581 1 P19174
P08581 1 P16885
P08581 1 P98077
P08581 1 Q6S5L8
P08581 1 Q92529
P08581 1 P29353
P08581 1 P21860
P08581 1 Q9ULV8
P08581 1 P22681
P08581 1 Q13191
P08581 1 P62993
P08581 1 O15031
P08581 1 O43157
P08581 1 Q9ULL4
P08581 1 P01112
P08581 1 P01116
P08581 1 P01111
P08581 1 P35568
P08581 1 Q9NQ66
P08581 1 Q00722
P08581 1 Q01970
P08581 1 Q15147
P08581 1 P46108
P08581 1 P46109
P08581 1 Q05397
P08581 1 Q8WYR1
P08581 1 P42336
P08581 1 P42338
P08581 1 O00329
P08581 1 P48736
P08581 1 P27986
P08581 1 O00459
P08581 1 Q92569
P08581 1 O60716
P08581 1 P35222
P08138 1 P35568
P08138 1 P62993
P08138 1 Q9NQ66
P08138 1 Q00722
P08138 1 Q01970
P08138 1 Q15147
P08138 1 P46108
P08138 1 P46109
P08138 1 P98077
P08138 1 Q6S5L8
P08138 1 Q92529
P08138 1 P29353
P16234 1 Q13480
P16234 1 P23458
P16234 1 O60674
P16234 1 P12931
P16234 1 P19174
P16234 1 P16885
P16234 1 P98077
P16234 1 Q6S5L8
P16234 1 Q92529
P16234 1 P29353
P16234 1 P01112
P16234 1 P01116
P16234 1 P01111
P16234 1 Q07889
P16234 1 Q07890
P16234 1 P35568
P16234 1 P62993
P16234 1 Q9NQ66
P16234 1 Q00722
P16234 1 Q01970
P16234 1 Q15147
P16234 1 P46108
P16234 1 P46109
P16234 1 Q9UQC2
P16234 1 O75791
P16234 1 Q13588
P16234 1 P52333
