A1A4S6 3.0902597684006784e-12
A6NGB9 3.0902597684006784e-12
A6NI28 3.0902597684006784e-12
A6NMX2 3.0902597684006784e-12
A7E2Y1 3.0902597684006784e-12
A8K5I0 3.907973796056317e-07
A8MYU2 7.537295564355565e-07
A9CQZ8 3.0902597684006784e-12
B2RUU3 6.679940383582673e-06
B4DG79 3.5250367106211975e-05
B4DN15 3.0902597684006784e-12
B4DYG2 9.93261377916044e-06
B7Z3D6 3.0902597684006784e-12
C9J798 5.166636583508163e-05
F1T097 3.0902597684006784e-12
M1S623 2.661672431978984e-08
O00141 5.878108761378195e-08
O00144 6.836972440360303e-07
O00170 3.0902597684006784e-12
O00203 3.1790546409758298e-06
O00212 2.3041796002211048e-07
O00220 3.0902597684006784e-12
O00221 3.0902597684006784e-12
O00222 2.531217789746488e-07
O00253 3.0902597684006784e-12
O00329 0.00016029472763681176
O00401 3.6592248026064826e-05
O00418 3.862790648751612e-12
O00443 5.856090394032177e-05
O00444 3.0902597684006784e-12
O00459 0.00012126475975664132
O00463 3.0902597684006784e-12
O00468 3.0902597684006784e-12
O00522 2.7933685228634783e-07
O00555 1.206373944283096e-05
O00574 0.00014436264437099307
O00626 0.00020317724790756435
O00716 3.3711020827926032e-12
O00744 2.3290438943066663e-05
O00750 5.856090394032177e-05
O00755 2.3290438943066663e-05
O00757 3.2181815764242128e-12
O00762 3.465325155364367e-05
O00763 4.169712537674018e-12
O00767 3.0902597684006784e-12
O14492 1.9006233435599766e-05
O14494 3.0902597684006784e-12
O14495 3.0902597684006784e-12
O14526 4.787914455663685e-07
O14543 0.00032882997591180974
O14604 3.0902597684006784e-12
O14610 0.0017343956117722575
O14639 3.0902597684006784e-12
O14640 6.166952531636967e-08
O14641 3.325777464563489e-05
O14654 0.001733760028717679
O14672 5.58039266016457e-06
O14727 3.0972015875676184e-10
O14733 2.3278736570156704e-06
O14763 3.0902597684006784e-12
O14775 0.0017343956117722575
O14786 3.0902597684006784e-12
O14788 3.439902632902516e-06
O14798 3.0902597684006784e-12
O14807 0.0017845301472675745
O14827 4.622014891125537e-05
O14841 3.863383069246985e-12
O14880 3.671856056572687e-12
O14904 2.2892959941428918e-05
O14905 2.2892959941428918e-05
O14920 0.00014019665995421515
O14936 2.6004274587696937e-05
O14939 2.4246522903329843e-07
O14950 4.820129911365386e-08
O14974 6.253772114545952e-09
O14979 3.0902597684006784e-12
O14983 3.0902597684006784e-12
O14986 1.0989302840749263e-06
O15020 1.0758518121214075e-05
O15031 1.789522027590755e-05
O15111 0.0001401950632220686
O15119 4.6908698541757543e-07
O15143 8.81887110907152e-07
O15144 3.4077992231225676e-05
O15145 3.4077992231225676e-05
O15151 5.7340536007491055e-08
O15164 3.1790546409758298e-06
O15169 7.621844618454227e-07
O15211 4.051181176484944e-07
O15217 3.671856056572687e-12
O15230 6.432412253554191e-05
O15264 8.022300002941917e-05
O15294 0.001740266077474656
O15303 2.531217789746488e-07
O15350 3.0902597684006784e-12
O15392 2.493239953657541e-08
O15496 3.0902597684006784e-12
O15511 3.4077992231225676e-05
O15520 0.0002325017088129267
O15524 9.276886157178363e-05
O15530 1.0055111656440039e-05
O43156 3.0902597684006784e-12
O43157 1.789522027590755e-05
O43182 3.0902597684006784e-12
O43252 3.1790546409758298e-06
O43294 3.0902597684006784e-12
O43295 1.5307203358001745e-07
O43306 2.4507633761131742e-06
O43320 0.0002325017088129267
O43374 5.166636583508163e-05
O43474 2.661672431978984e-08
O43493 3.0902597684006784e-12
O43516 3.0902597684006784e-12
O43521 3.1801916020475985e-06
O43524 2.3657006277089313e-06
O43559 1.0758518121214075e-05
O43561 0.0017443020470233961
O43566 6.373358113680252e-05
O43597 9.527393249957693e-05
O43623 3.0902597684006784e-12
O43639 2.7838367004236233e-05
O43688 3.0902597684006784e-12
O43707 2.8332800641259344e-08
O43741 4.840405339396423e-06
O43889 1.3362291827757672e-06
O43903 3.0902597684006784e-12
O43915 0.0002505625421543123
O43921 0.0002628305181898117
O60237 6.253772114545952e-09
O60258 0.0002325017088129267
O60262 0.001735247877154871
O60266 2.4507631186028276e-06
O60331 3.699470727735907e-05
O60353 6.836972440360303e-07
O60488 3.0902597684006784e-12
O60496 9.399374163828338e-06
O60503 2.4507631186028276e-06
O60573 3.0902597684006784e-12
O60603 7.837390808007891e-06
O60610 6.56195792092809e-06
O60674 0.0028169434803524073
O60711 3.0902597684006784e-12
O60716 7.220302505553385e-06
O60733 3.0902597684006784e-12
O60760 3.671856056572687e-12
O60763 3.0902597684006784e-12
O60814 3.0902597684006784e-12
O60825 3.0902597684006784e-12
O60840 3.0902597684006784e-12
O60879 7.94046379543392e-09
O60890 3.0902597684006784e-12
O75044 1.5307203358001745e-07
O75051 6.924665235640782e-06
O75056 3.0902597684006784e-12
O75084 6.836972440360303e-07
O75116 3.68951517450027e-05
O75140 3.754221174105381e-12
O75197 3.974820918975152e-07
O75223 4.748566885699218e-12
O75293 6.454084805559629e-08
O75369 3.0902597684006784e-12
O75376 3.0902597684006784e-12
O75379 3.0902597684006784e-12
O75385 3.0902597684006784e-12
O75444 0.00010320189321830103
O75487 3.0902597684006784e-12
O75581 3.974820918975152e-07
O75582 4.9434632460101e-06
O75676 4.925699432104867e-06
O75715 3.0902597684006784e-12
O75791 7.041516210600079e-06
O75914 1.788060163580623e-05
O75955 3.0902597684006784e-12
