P35568 0
Q9Y4H2 0
O14654 0
P08069 0
P00533 0
P04626 0
P06213 0
P07333 0
P29317 0
P11362 0
P22607 0
P21802 0
P22455 0
P17948 0
P35916 0
P35968 0
P10721 0
P08581 0
P08138 0
P16234 0
P09619 0
Q02763 0
P14616 0
Q8WYR1 0
P42336 100
P42338 0
O00329 0
P48736 0
P27986 0
O00459 0
Q92569 0
P01112 0
P01116 0
P01111 0
P29353 0
Q07889 0
Q07890 0
P62993 0
P23458 0
O60674 0
P12931 0
Q13480 0
P19174 0
P16885 0
P98077 0
Q6S5L8 0
Q92529 0
Q02750 0
P36507 0
P28482 0
P27361 0
P17612 0
P22694 0
P22612 0
Q9NQ66 0
Q00722 0
Q01970 0
Q15147 0
P46108 0
P46109 0
Q14344 0
Q6ZQV4 0
P63096 0
P04899 0
P08754 0
P09471 0
P84996 0
P19086 0
Q05397 0
P35222 0
P01344 0
P11717 0
P01308 0
P67775 0
P62714 0
P30153 0
P30154 0
Q15172 0
Q15173 0
Q13362 0
Q14738 0
Q16537 0
Q9UK32 0
Q15418 0
Q15349 0
P51812 0
Q13133 0
P55055 0
P36956 0
O14492 0
Q9ULV8 0
P22681 0
Q13191 0
O15294 0
Q9UQC2 0
Q06124 0
P15056 0
P04049 0
P31946 0
Q9Y2U5 0
Q9Y6R4 0
P53779 0
Q8TD08 0
Q16659 0
Q13164 0
P45983 0
Q8N302 0
Q53H12 0
Q6RW13 0
Q99996 0
O00203 0
O95352 0
O43521 0
P51797 0
Q6NXG1 0
Q9NRY5 0
Q86XD5 0
P51114 0
Q6ZMT4 0
Q9HCM3 0
P02545 0
Q9UPN3 0
Q6WCQ1 0
Q5XG87 0
O43252 0
Q96PU8 0
Q7KZF4 0
Q9UPV9 0
O15164 0
Q7Z2W4 0
P45984 0
Q92934 0
Q13233 0
P19419 0
O75676 0
O75582 0
P23443 0
Q9UBS0 0
Q12778 0
O43524 0
P98177 0
Q9HBH9 0
Q9BUB5 0
Q13541 0
P14780 0
P38936 0
P00749 0
Q03405 0
P03372 0
P01100 0
P05412 0
Q9H2G9 0
Q9H8Y8 0
P61019 0
O15119 0
P17676 0
P15260 0
P38484 0
P01579 0
P42224 0
P0C869 0
Q3MJ16 0
Q68DD2 0
Q86XP0 0
P47712 0
P41970 0
P28324 0
P49137 0
P01106 0
P17947 0
Q8N5J4 0
P52630 0
P40763 0
Q14765 0
P42229 0
P51692 0
P42226 0
Q15796 0
P84022 0
P19838 0
Q04206 0
Q13464 0
O75116 0
P15336 0
P18146 0
P37231 0
P08047 0
Q02447 0
P14921 0
P41212 0
Q9Y603 0
O43597 0
Q9NZC4 0
P32519 0
Q15723 0
P78545 0
Q99607 0
Q9UKW6 0
P50548 0
P11308 0
P41162 0
Q99581 0
Q01543 0
Q06546 0
Q99417 0
Q96S38 0
O95238 0
O43889 0
P16220 0
Q99941 0
Q8TEY5 0
P18848 0
Q70SY1 0
Q68CJ9 0
Q96BA8 0
Q02930 0
Q9UP65 0
P10415 0
Q9P0N9 0
Q92574 0
P49815 0
O43623 0
O43320 0
O60258 0
O76093 0
P05230 0
Q9NP95 0
Q9GZV9 0
P09038 0
P08620 0
P12034 0
P55075 0
P31371 0
Q8WU20 0
P11802 0
P24385 0
Q16665 0
P15036 0
O95750 0
P10767 0
Q86Z14 0
Q16644 0
O15520 0
Q9HCT0 0
P11487 0
Q9UEF7 0
P60484 0
P32004 0
P21781 0
P17275 0
P17535 0
Q8IZP0 0
Q9NYB9 0
Q9UQB8 0
Q8WUW1 0
Q7L576 0
Q96F07 0
P55160 0
Q9Y2A7 0
P63000 0
Q92558 0
Q9Y6W5 0
Q9UPY6 0
P53816 0
Q9UNK4 0
Q9NZK7 0
Q5R387 0
Q9NZ20 0
Q53H76 0
P04054 0
P14555 0
P39877 0
Q9BZM2 0
Q9BZM1 0
O60733 0
O15496 0
Q9BX93 0
P10145 0
P46734 0
Q16539 0
Q15759 0
O15264 0
P53778 0
P30279 0
P30281 0
Q13490 0
Q13489 0
P98170 0
B4DYG2 0
Q99640 0
P11831 0
Q15853 0
P62136 0
P62140 0
P36873 0
Q16821 0
Q9UQK1 0
O95685 0
Q86XI6 0
Q9H7J1 0
P62753 0
P23588 0
Q9Y261 0
Q86X55 0
Q15648 0
Q59EE8 0
Q92731 0
Q7Z5R6 0
P49407 0
P32121 0
Q969H4 0
Q8WXI2 0
P41240 0
P02671 0
P02675 0
P02679 0
P02751 0
P46940 0
P08514 0
P05106 0
Q8IVT5 0
Q6VAB6 0
P27448 0
P62834 0
P61224 0
Q9Y490 0
P18206 0
P04275 0
P20936 0
P31749 0
P31751 0
Q9Y243 0
O14807 0
P17252 0
P05771 0
Q05655 0
Q02156 0
P05129 0
P24723 0
P41743 0
Q04759 0
Q05513 0
Q15139 0
Q9BZL6 0
O94806 0
P62070 0
P10301 0
Q15907 0
Q96A58 0
Q16270 0
P01583 0
P35225 0
P60568 0
P24394 0
P05113 0
P23771 0
P05112 0
P01589 0
P42701 0
Q99665 0
Q9UL17 0
O43915 0
P49763 0
P15692 0
P49765 0
P49767 0
B4DN15 0
P08253 0
Q14643 0
Q14571 0
Q14573 0
O43474 0
P35557 0
P05814 0
P16471 0
P11168 0
P22888 0
Q9NSE2 0
P10914 0
O14788 0
P07101 0
O95644 0
P02452 0
P08123 0
P11309 0
Q9P1W9 0
Q9UBK2 0
O14543 0
P01189 0
Q8TCG5 0
P50416 0
Q92523 0
Q9UGJ0 0
